"FID","OBJECTID","bcsrgrp","bcsrcat","lganame","locsurb","locprmc1","locpcode","bcsrgclat","bcsrgclng","bcsrgccde","incyear","incmonth","incday","incsttm","eventyr","eventmth","poisex","poi_age","uniqueID","Time","DayNight","WeekDayEnd"
2998,3510,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886476,151.178234,"Street",2014,"September","Tuesday","6:45",2014,"September"," ",0.0,55951601,645,"Day","Weekday"
3004,3519,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.90289,151.17943,"Intersect",2014,"October","Thursday","21:45",2014,"October","F",20.4202600958,56306853,2145,"Night","Weekday"
3005,3520,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.90289,151.17943,"Intersect",2014,"October","Thursday","21:45",2014,"October","M",23.0787132101,106356436,2145,"Night","Weekday"
3121,3650,"Assault","Non-domestic violence related assault","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90619,151.19183,"Intersect",2014,"October","Friday","8:50",2014,"October"," ",0.0,56456377,850,"Day","Weekday"
3130,3661,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.886005,151.192362,"Landmark",2014,"November","Sunday","23:00",2014,"November"," ",0.0,54601195,2300,"Night","Weekend"
3150,3683,"Assault","Non-domestic violence related assault","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90522,151.19043,"Street",2014,"November","Friday","18:50",2014,"November"," ",0.0,56351003,1850,"Night","Weekday"
3165,3701,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90045,151.18972,"Intersect",2014,"November","Monday","13:00",2014,"November","M",26.9274469541,56429481,1300,"Day","Weekday"
3212,3755,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90034,151.186645,"Street",2014,"November","Saturday","5:06",2014,"November"," ",0.0,56500748,506,"Night","Weekend"
3276,3826,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.8879,151.18075,"Intersect",2014,"December","Friday","18:45",2014,"December","F",33.6988364134,56631869,1845,"Night","Weekday"
3277,3827,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.8879,151.18075,"Intersect",2014,"December","Friday","18:45",2014,"December","F",33.6988364134,57120909,1845,"Night","Weekday"
3282,3832,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.888282,151.188618,"Street",2014,"December","Friday","23:30",2014,"December","M",18.7912388775,65428827,2330,"Night","Weekday"
3294,3849,"Assault","Non-domestic violence related assault","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90652,151.19185,"Postcode",2014,"December","Monday","14:00",2014,"December","O",0.0,108627437,1400,"Day","Weekday"
3360,3925,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8999,151.18029,"Postcode",2014,"December","Sunday","20:15",2014,"December"," ",0.0,57372013,2015,"Night","Weekend"
3366,3933,"Assault","Non-domestic violence related assault","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.9086586,151.1824214,"Landmark",2014,"December","Wednesday","23:50",2015,"January","M",41.7296372348,109067237,2350,"Night","Weekday"
3386,3960,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89645,151.18002,"Intersect",2015,"January","Tuesday","18:15",2015,"January"," ",0.0,58515622,1815,"Night","Weekday"
3420,3996,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.89815,151.19033,"Street",2015,"January","Thursday","17:35",2015,"January","F",47.1560574949,66227828,1735,"Day","Weekday"
3500,4090,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90517,151.18071,"Intersect",2015,"February","Friday","17:05",2015,"February","M",42.605065024,58064476,1705,"Day","Weekday"
3531,4130,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88564,151.177199,"Address",2015,"February","Thursday","16:30",2015,"February"," ",0.0,56912062,1630,"Day","Weekday"
3547,4147,"Assault","Non-domestic violence related assault","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90822,151.19185,"Postcode",2015,"February","Sunday","2:15",2015,"February"," ",0.0,57133152,215,"Night","Weekend"
3576,4180,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.88608356,151.1929893,"Landmark",2015,"February","Sunday","20:00",2015,"February","M",22.4791238877,57027158,2000,"Night","Weekend"
3600,4212,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8999,151.18029,"Suburb",2015,"February","Friday","20:55",2015,"February"," ",0.0,57440881,2055,"Night","Weekday"
3604,4220,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.899949,151.185354,"Street",2015,"March","Sunday","2:00",2015,"March"," ",0.0,57090958,200,"Night","Weekend"
3630,4249,"Assault","Non-domestic violence related assault","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90822,151.191852,"Street",2015,"March","Saturday","16:00",2015,"March"," ",0.0,57594473,1600,"Day","Weekend"
3679,4306,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.899342,151.189463,"Address",2015,"March","Monday","14:19",2015,"March","M",45.4893908282,58131778,1419,"Day","Weekday"
3696,4325,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.897155,151.18175,"Street",2015,"March","Friday","11:35",2015,"March"," ",0.0,58173109,1135,"Day","Weekday"
3702,4331,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89663,151.18018,"Street",2015,"March","Saturday","4:00",2015,"March"," ",0.0,56895710,400,"Night","Weekend"
3703,4332,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89663,151.18018,"Street",2015,"March","Saturday","4:00",2015,"March"," ",0.0,57628601,400,"Night","Weekend"
3711,4342,"Assault","Non-domestic violence related assault","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.88979,151.189995,"Street",2015,"March","Tuesday","17:40",2015,"March","M",17.4811772758,55788431,1740,"Day","Weekday"
3716,4348,"Robbery","Robbery without a weapon","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.88979,151.189995,"Street",2014,"April","Friday","0:50",2014,"April","M",23.1546885695,56217517,50,"Night","Weekday"
3761,4395,"Robbery","Robbery without a weapon","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90037,151.18843,"Intersect",2014,"June","Sunday","23:45",2014,"June"," ",0.0,55209561,2345,"Night","Weekend"
3764,4398,"Robbery","Robbery without a weapon","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88866,151.17799,"Postcode",2014,"June","Thursday","21:20",2014,"June"," ",0.0,56170943,2120,"Night","Weekday"
3769,4403,"Robbery","Robbery without a weapon","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.89145,151.1827,"Intersect",2014,"June","Sunday","14:10",2014,"June","M",39.627652293,56004076,1410,"Day","Weekend"
3790,4427,"Robbery","Robbery with a weapon not a firearm","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.893075,151.185085,"Street",2014,"July","Saturday","23:20",2014,"July","M",20.839835729,55530808,2320,"Night","Weekend"
3821,4459,"Robbery","Robbery without a weapon","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.886984,151.185825,"Street",2014,"August","Wednesday","0:50",2014,"August"," ",0.0,55970153,50,"Night","Weekday"
3879,4521,"Robbery","Robbery with a firearm","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.899736,151.18302,"Street",2014,"December","Wednesday","21:15",2014,"December","M",59.440109514,56277150,2115,"Night","Weekday"
3881,4523,"Robbery","Robbery without a weapon","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.888282,151.188618,"Street",2014,"December","Friday","23:30",2014,"December","M",18.7912388775,56905053,2330,"Night","Weekday"
3888,4531,"Robbery","Robbery without a weapon","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90759,151.18714,"Intersect",2014,"December","Tuesday","1:20",2014,"December"," ",0.0,57561376,120,"Night","Weekday"
3901,4545,"Robbery","Robbery without a weapon","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89712,151.184115,"Street",2015,"January","Thursday","0:01",2015,"January"," ",0.0,56824992,1,"Night","Weekday"
3932,4579,"Robbery","Robbery without a weapon","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886911,151.178478,"Street",2015,"February","Wednesday","2:00",2015,"February"," ",0.0,57831663,200,"Night","Weekday"
3938,4586,"Robbery","Robbery without a weapon","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90022,151.19379,"Intersect",2015,"March","Thursday","21:50",2015,"March"," ",0.0,57812966,2150,"Night","Weekday"
3941,4589,"Robbery","Robbery with a weapon not a firearm","Sydney","CHIPPENDALE","OUTDOOR/PUBLIC PLACE",2008,-33.88788,151.19354,"Intersect",2015,"March","Sunday","1:40",2015,"March","M",20.7912388775,66346427,140,"Night","Weekend"
3950,4598,"Robbery","Robbery without a weapon","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.90289,151.17943,"Intersect",2015,"March","Saturday","3:00",2015,"March","M",32.6160164271,57692477,300,"Night","Weekend"
3965,4615,"Robbery","Robbery without a weapon","Sydney","DARLINGTON","OUTDOOR/PUBLIC PLACE",2008,-33.88979,151.189995,"Street",2015,"March","Tuesday","17:40",2015,"March","M",17.4811772758,55788331,1740,"Day","Weekday"
3991,4649,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.89815,151.19033,"Street",2015,"April","Thursday","15:45",2015,"April"," ",0.0,56745305,1545,"Day","Weekday"
4010,4670,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.905385,151.18131,"Street",2015,"April","Tuesday","15:00",2015,"April","M",30.1252566735,58068661,1500,"Day","Weekday"
4040,4709,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.89815,151.19033,"Street",2015,"April","Saturday","16:20",2015,"April"," ",0.0,57937503,1620,"Day","Weekend"
4045,4715,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.889065,151.18193,"Street",2015,"April","Monday","21:17",2015,"April","M",41.8596851472,57506070,2117,"Night","Weekday"
4053,4727,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.894244,151.182618,"Intersect",2015,"May","Saturday","0:44",2015,"May","M",31.0013689254,57549211,44,"Night","Weekend"
4056,4731,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.888037,151.179948,"Address",2015,"May","Sunday","1:45",2015,"May"," ",0.0,58451654,145,"Night","Weekend"
4091,4774,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.89815,151.19033,"Street",2015,"May","Tuesday","18:10",2015,"May"," ",0.0,67337528,1810,"Night","Weekday"
4097,4782,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8999,151.18029,"Postcode",2015,"May","Saturday","19:30",2015,"May","M",32.7289527721,61396229,1930,"Night","Weekend"
4109,4796,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88555,151.17704,"Street",2015,"May","Thursday","12:00",2015,"May","M",60.7262149213,58687578,1200,"Day","Weekday"
4117,4806,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90155,151.18622,"Postcode",2015,"May","Sunday","19:15",2015,"May"," ",0.0,58376502,1915,"Night","Weekend"
4130,4829,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89663,151.18018,"Street",2015,"May","Saturday","6:00",2015,"May","M",31.1848049281,57368187,600,"Day","Weekend"
4131,4830,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89663,151.18018,"Street",2015,"May","Saturday","6:30",2015,"May","M",31.1848049281,58646612,630,"Day","Weekend"
4241,4965,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89471,151.181465,"Street",2015,"June","Monday","17:00",2015,"June","F",57.7275838467,58510271,1700,"Day","Weekday"
4253,4979,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90223,151.18619,"Suburb",2015,"July","Saturday","20:41",2015,"July"," ",0.0,58486668,2041,"Night","Weekend"
4259,4985,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.898555,151.17922,"Street",2015,"July","Sunday","0:55",2015,"July","M",27.4188911704,58571183,55,"Night","Weekend"
4279,5013,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90019,151.186286,"Address",2015,"July","Wednesday","20:10",2015,"July","M",36.5742642026,59851990,2010,"Night","Weekday"
4308,5049,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88866,151.17804,"Postcode",2015,"July","Thursday","13:10",2015,"July","M",54.8439425051,57952010,1310,"Day","Weekday"
4352,5097,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89477,151.18215,"Intersect",2015,"August","Sunday","0:20",2015,"August"," ",0.0,57532965,20,"Night","Weekend"
4353,5098,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89477,151.18215,"Intersect",2015,"August","Sunday","0:20",2015,"August"," ",0.0,60497615,20,"Night","Weekend"
4406,5162,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90223,151.18619,"Postcode",2015,"August","Saturday","23:23",2015,"August"," ",0.0,58842152,2323,"Night","Weekend"
4416,5174,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.889065,151.18193,"Street",2015,"August","Tuesday","9:15",2015,"August","M",32.871321013,60014888,915,"Day","Weekday"
4423,5183,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89645,151.18002,"Intersect",2015,"August","Friday","16:40",2015,"August"," ",0.0,60693422,1640,"Day","Weekday"
4482,5258,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88538,151.17794,"Street",2015,"September","Monday","14:45",2015,"September"," ",0.0,61278424,1445,"Day","Weekday"
4506,5286,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.89487,151.18205,"Intersect",2015,"September","Sunday","3:45",2015,"September","M",31.4866529774,57017130,345,"Night","Weekend"
4536,5319,"Assault","Non-domestic violence related assault","Sydney","CHIPPENDALE","OUTDOOR/PUBLIC PLACE",2008,-33.88751,151.19347,"Intersect",2015,"October","Friday","20:13",2015,"October","F",36.392881588,59607902,2013,"Night","Weekday"
4547,5332,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2006,-33.88727,151.193474,"Street",2015,"October","Sunday","4:00",2015,"October"," ",0.0,60585090,400,"Night","Weekend"
4554,5343,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.899949,151.185354,"Street",2015,"October","Tuesday","18:10",2015,"October","F",43.7056810404,60580943,1810,"Night","Weekday"
4560,5352,"Assault","Non-domestic violence related assault","Sydney","EVELEIGH","OUTDOOR/PUBLIC PLACE",2015,-33.896969,151.191577,"Address",2015,"October","Friday","17:00",2015,"October","F",0.0,59625573,1700,"Day","Weekday"
4571,5365,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.886478,151.179216,"Street",2015,"October","Tuesday","1:15",2015,"October","M",37.7672826831,62206116,115,"Night","Weekday"
4589,5393,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.8932,151.182415,"Street",2015,"October","Friday","23:11",2015,"October"," ",0.0,58745287,2311,"Night","Weekday"
4603,5408,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90517,151.18071,"Intersect",2015,"October","Sunday","0:35",2015,"October","M",56.1683778234,59556814,35,"Night","Weekend"
4642,5456,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.89101,151.179085,"Street",2015,"November","Sunday","2:00",2015,"November","M",29.9637234771,59579692,200,"Night","Weekend"
4692,5523,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.893698,151.183109,"Address",2015,"November","Sunday","1:48",2015,"November"," ",0.0,60010841,148,"Night","Weekend"
4693,5524,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.89896,151.18254,"Intersect",2015,"November","Sunday","1:00",2015,"November"," ",0.0,60090206,100,"Night","Weekend"
4711,5546,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.900155,151.186057,"Address",2015,"November","Friday","19:15",2015,"November","M",30.2895277207,59966103,1915,"Night","Weekday"
4754,5596,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.88669,151.17735,"Intersect",2015,"December","Sunday","21:10",2015,"December","M",48.4010951403,60017396,2110,"Night","Weekend"
4762,5607,"Assault","Non-domestic violence related assault","Sydney","CAMPERDOWN","OUTDOOR/PUBLIC PLACE",2050,-33.890231,151.181715,"Street",2015,"December","Wednesday","7:10",2015,"December","M",45.1348391513,58811445,710,"Day","Weekday"
4770,5618,"Assault","Non-domestic violence related assault","Sydney","ALEXANDRIA","OUTDOOR/PUBLIC PLACE",2015,-33.90652,151.19185,"Postcode",2015,"December","Friday","10:30",2015,"December","M",30.5995893224,60338197,1030,"Day","Weekday"
4771,5619,"Assault","Non-domestic violence related assault","Sydney","ERSKINEVILLE","OUTDOOR/PUBLIC PLACE",2043,-33.90155,151.18622,"Suburb",2015,"December","Friday","18:30",2015,"December"," ",0.0,115521437,1830,"Night","Weekday"
4829,5690,"Assault","Non-domestic violence related assault","Sydney","NEWTOWN","OUTDOOR/PUBLIC PLACE",2042,-33.90006,151.18002,"Postcode",2015,"December","Sunday","1:50",2015,"December","M",34.5749486653,60480197,150,"Night","Weekend"
